ISO	Language	Dialect	Genetics	Speakers	Method	Quantity	Harmony?	Vowels	Structure	Peripheral	Nonperipheral	V1OS	V1PS	V1F1	V1F2	V1F3	V1F4	V2OS	V2PS	V2F1	V2F2	V2F3	V2F4	V3OS	V3PS	V3F1	V3F2	V3F3	V3F4	V4OS	V4PS	V4F1	V4F2	V4F3	V4F4	V5OS	V5PS	V5F1	V5F2	V5F3	V5F4	V6OS	V6PS	V6F1	V6F2	V6F3	V6F4	V7OS	V7PS	V7F1	V7F2	V7F3	V7F4	V8OS	V8PS	V8F1	V8F2	V8F3	V8F4	V9OS	V9PS	V9F1	V9F2	V9F3	V9F4	V10OS	V10PS	V10F1	V10F2	V10F3	V10F4	V11OS	V11PS	V11F1	V11F2	V11F3	V11F4	V12OS	V12PS	V12F1	V12F2	V12F3	V12F4	V13OS	V13PS	V13F1	V13F2	V13F3	V13F4	V14OS	V14PS	V14F1	V14F2	V14F3	V14F4	F1Centroid	F1CentroidPosition	F1UCA	F2Centroid	F2CentroidPosition	F2UCA
ind	Indonesian		Austronesian>MalayoPolynesian>NuclearMP>MalayoSumbawan>Malayic>Malayan>Malay	10	Isolation	Uniform	No	6	5S1	5	1	i		287	2413	2860		e		459	1730	2435		a		877	1529	2447		o		477	1015	2263		u		320	914	2406		ə		486	1493	2647																																																		484.3333333	0.334463277	517.69	1515.666667	0.401378697	1500.109
ind	Indonesian		Austronesian>MalayoPolynesian>NuclearMP>MalayoSumbawan>Malayic>Malayan>Malay	10	Carrier sentence	Uniform	No	6	5S1	5	1	i		361	2038	2804		e		611	1716	2436		a		848	1361	2485		o		587	1017	2327		u		375	895	2571		ə		416	1517	2657																																																		533	0.353182752	551.417	1424	0.462817148	1341.913
isl	Icelandic	Standard	IndoEuropean>Germanic>NorthGermanic>WestScandinavian	2	Wordlist	Long	No	8	6L2	6	2	i		268	2320	3155		ɪ		373	2105	2843		ɛ		549	1891	2641		ɑ		818	1270	2513		ɔ		559	893	2266		u		313	705	2575		ʏ		420	1423	2193		œ		588	1291	2319																																						511.375	0.4425	483.05	1487.1875	0.484326625	1336.465
isl	Icelandic	Standard	IndoEuropean>Germanic>NorthGermanic>WestScandinavian	2	Wordlist	Short	No	8	6L2	6	2	i		285	2210	2915		ɪ		388	2058	2783		ɛ		680	1673	2543		ɑ		775	1320	2405		ɔ		675	1003	2498		u		373	880	2420		ʏ		450	1448	2340		œ		668	1305	2425																																						511.375	0.4425	483.05	1487.1875	0.484326625	1336.465
isl	Icelandic	Standard	IndoEuropean>Germanic>NorthGermanic>WestScandinavian	7	Wordlist	Long	No	8	6L2	6	2	i		276	2482	3003		ɪ		329	2185	2696		e		442	2043	2788		a		725	1496	2594		o		442	979	2479		u		302	824	2445		ʏ		354	1567	2628		ö(œ)		472	1526	2575																																						437.625	0.359966592	451.559	1629.75	0.481619845	1478.143
isl	Icelandic	Standard	IndoEuropean>Germanic>NorthGermanic>WestScandinavian	7	Wordlist	Short	No	8	6L2	6	2	i		303	2497	3107		ɪ		329	2281	2895		e		555	1869	2787		a		709	1444	2490		o		559	1078	2531		u		296	862	2250		ʏ		363	1557	2600		ö(œ)		546	1386	2612																																						437.625	0.359966592	451.559	1629.75	0.481619845	1478.143
ita	Italian	Tuscany	IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian	?	Wordlist	Uniform	No	7	7S0	7	0	i		305	2213			e		395	2060			ɛ		523	1910			a		757	1220			ɔ		554	868			o		436	759			u		326	692																																													470.8571429	0.366940582	481.732	1388.857143	0.458157227	1286.711
ita	Italian	Roma	IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian	1	Running speech	Uniform	No	7	7S0	7	0	i		306	2055	2612		e		382	1942			ɛ		514	1679	2462		a		676	1341	2343		ɔ		558	1065	2310		o		399	967	2327		u		348	887	2261																																												454.7142857	0.401930502	450.67	1419.428571	0.45584638	1343.688
ita	Italian	Roma	IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian	1	Meaningful sentence	Uniform	No	7	7S0	7	0	i		295	2154	2650		e		354	1969	2497		ɛ		516	1768	2477		a		672	1354	2288		ɔ		542	1070	2187		o		379	976	2274		u		312	928	2287																																												438.5714286	0.38082607	442.407	1459.857143	0.433814962	1407.366
ita	Italian	Roma	IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian	1	Wordlist	Uniform	No	7	7S0	7	0	i		239	2282	3064		e		348	2122	2577		ɛ		486	1870	2503		a		755	1297	2364		ɔ		503	890	2278		o		418	847	2203		u		238	743	2189																																												426.7142857	0.365017961	440.147	1435.857143	0.450199573	1344.749
ita	Italian	Pisa	IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian	2	Wordlist	Uniform	No	7	7S0	7	0	i		293	2238	2964		e		394	2093	2686		ɛ		664	1789	2554		a		808	1308	2406		ɔ		620	1017	2376		o		435	921	2285		u		308	745	2164																																												503.1428571	0.408044383	494.365	1444.428571	0.468471917	1328.763
ita	Italian	Pisa	IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian	2	Running speech	Uniform	No	7	7S0	7	0	i		338	2159	2746		e		404	2010	2539		ɛ		558	1758	2463		a		690	1322	2403		ɔ		567	1111	2385		o		449	1040	2318		u		369	895	2269																																												482.1428571	0.409496753	475.632	1470.714286	0.455470163	1389.224
ita	Italian	Florence	IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian	2	Wordlist	Uniform	No	7	7S0	7	0	i		310	2351	2974		e		391	2200	2740		ɛ		532	2007	2698		a		785	1480	2570		ɔ		516	978	2589		o		422	886	2475		u		330	708	2424																																												469.4285714	0.335639098	495.725	1515.714286	0.491609425	1350.413
ita	Italian	Tuscany	IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian	12	Wordlist	Uniform	No	7	7S0	7	0	i		306	2233			e		401	2079			ɛ		578	1830			a		754	1223			ɔ		583	929			o		442	840			u		349	723																																													487.5714286	0.405293367	481.168	1408.142857	0.453736991	1313.41
ita	Italian	Tuscany	IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian	12	Meaningful sentence	Uniform	No	7	7S0	7	0	i		337	2175			e		405	1937			ɛ		554	1734			a		678	1263			ɔ		567	1027			o		443	947			u		357	768																																													477.2857143	0.411395057	470.331	1407.285714	0.454360849	1318.137
ita	Italian	Standard	IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian	4	Carrier sentence	Uniform	No	7	7S0	7	0	i		299	2063	2790		e		398	1822	2459		ɛ		534	1714	2420		a		688	1372	2316		ɔ		566	992	2268		o		435	934	2200		u		333	885	2125																																												464.7142857	0.426000734	451.099	1397.428571	0.434998787	1345.598
ita	Italian	Florence	IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian	25	Isolation	Uniform	No	7	7S0	7	0	i		298	2138	2809	3412	e		396	2006	2547	3320	ɛ		539	1868	2423	3295	a		765	1224	2417	3223	ɔ		563	874	2520	3438	o		439	768	2426	3246	u		325	701	2271	3068																																											475	0.379014989	480.597	1368.428571	0.464459688	1262.867
jpn	Japanese	Tokyo	Japonic	4	Wordlist	Long	No	5	4L1	4	1	i		295	2243	3123		e		443	1982	2563		a		709	1175	2343		o		423	732	2416		ɯ		322	1139	2288																																																								434	0.335748792	456.874	1429.1	0.461350099	1322.801
jpn	Japanese	Tokyo	Japonic	4	Wordlist	Short	No	5	4L1	4	1	i		317	2077	3027		e		437	1785	2430		a		615	1182	2289		o		430	805	2375		ɯ		349	1171	2302																																																								434	0.335748792	456.874	1429.1	0.461350099	1322.801
jpn	Japanese	Tokyo	Japonic	4	Carrier sentence	Long	No	5	4L1	4	1	i		299	2189	3198		e		445	1925	2638		a		687	1146	2337		o		434	796	2400		ɯ		319	1128	2361																																																								440.3	0.364175258	450.708	1400.9	0.442250531	1328.483
jpn	Japanese	Tokyo	Japonic	4	Carrier sentence	Short	No	5	4L1	4	1	i		312	2076	3115		e		464	1770	2407		a		672	1134	2288		o		423	776	2345		ɯ		348	1069	2343																																																								440.3	0.364175258	450.708	1400.9	0.442250531	1328.483
jpn	Japanese	Standard	Japonic	3	Isolation	Combined	No	5	4L1	4	1	i		289	2399			e		497	1961			a		760	1181			o		487	804			ɯ		306	1221																																																									467.8	0.379617834	473.161	1513.2	0.444639498	1427.645
jpn	Japanese	Standard	Japonic	3	Wordlist	Combined	No	5	4L1	4	1	i		325	2198			e		447	1879			a		702	1326			o		484	892			ɯ		341	1354																																																									459.8	0.357559682	472.407	1529.8	0.488361409	1402.646
jpn	Japanese	Standard	Japonic	3	Running speech	Combined	No	5	4L1	4	1	i		336	2139			e		444	1728			a		631	1300			o		471	1045			ɯ		434	1302																																																									463.2	0.431186441	451.345	1502.8	0.418464351	1472.754
jpn	Japanese	Standard	Japonic	5	Wordlist	?	No	5	4L1	4	1	i		310	2300			e		480	1970			a		730	1320			o		470	860			ɯ		370	1300																																																									472	0.385714286	474.22	1550	0.479166667	1423.04
jpn	Japanese	Tokyo	Japonic	7	Running speech	short	No	5	4L1	4	1	i		359	1954	2765		e		475	1720	2512		a		651	1383	2389		o		481	1136	2399		ɯ		405	1416	2310																																																								474.2	0.394520548	473.172	1521.8	0.471638142	1455.838
jpn	Japanese	Tokyo	Japonic	7	Wordlist	short	No	5	4L1	4	1	i		335	2000			e		520	1770			a		715	1210			o		530	900			ɯ		375	1200																																																									495	0.421052632	483.58	1416	0.469090909	1330.1
jpn	Japanese	Tosu	Japonic	8	Wordlist	Short	No	5	4L1	4	1	i		414	2429			e		504	2229			a		879	1557			o		537	940			ɯ		476	1105																																																									562	0.31827957	595.815	1652	0.478173271	1522.199
jpn	Japanese	Karatsu	Japonic	12	Wordlist	Short	No	5	5S0	5	0	i		393	2300			e		511	2256			a		869	1442			o		534	967			ɯ		457	1048																																																									552.8	0.335714286	579.116	1602.6	0.476819205	1488.203
jpn	Japanese	Saga	Japonic	28	Wordlist	Short	No	5	5S0	5	0	i		410	2255			e		504	2201			a		820	1395			o		548	1039			ɯ		461	1068																																																									548.6	0.33804878	570.31	1591.6	0.454440789	1514.456
kal	Greenlandic	Holsteinborg	EskimoAleut>Eskimo>Inuit	1	Wordlist	Uniform	No	3	3S0	3	0	i		317	2067	2925		a		636	1514	2229		u		330	1030																																																																					427.6666667	0.34691745	441.729	1537	0.488910318	1435.467
kal	Greenlandic	Holsteinborg	EskimoAleut>Eskimo>Inuit	1	Running speech	Uniform	No	3	3S0	3	0	i		327	1885	2515		a		470	1433	2204		u		348	1205	2095																																																																				381.6666667	0.382284382	382.913	1507.666667	0.445098039	1470.88
kan	Kannada	Mysore	Dravidian>Southern>TamilKannada	10	Carrier sentence	Long	no	5	5S0	5	0	i		348	2337	3025	3912	e		435	2225	2796	3690	a		697	1223	2582	3555	o		455	927	2698	3494	u		385	918	2671	3587																																																							465.7	0.337249284	484.459	1565.5	0.456307259	1472.829
kan	Kannada	Mysore	Dravidian>Southern>TamilKannada	10	Carrier sentence	Short	no	5	5S0	5	0	i		379	2158	2800	3964	e		457	2032	2696	3761	a		556	1419	2628	3675	o		531	1175	2574	3581	u		414	1241	2596	3536																																																							465.7	0.337249284	484.459	1565.5	0.456307259	1472.829
kan	Kannada	Shimoga	Dravidian>Southern>TamilKannada	1	Wordlist	Combined	no	5	5S0	5	0	i		293	2062			e		545	1796			a		704	1281			o		486	1047			u		374	900																																																									480.4	0.455961071	453.701	1417.2	0.445094664	1354.342
kat	Georgian	Standard	SouthCaucasian	1	Wordlist	Uniform	No	5	5S0	5	0	i		325	2135			ɛ		410	1950			a		700	1245			ɔ		460	875			u		440	1010																																																									467	0.378666667	471.625	1443	0.450793651	1367.66
kaz	Kazakh		Altaic>Turkic>Kypchak>KypchakNogay	1	Isolation	Uniform	No	9	5S4	5	4	e	e	400	2000	2600		ɑ̈	æ	650	1750	2750		ɑ	ɑ	750	1100			o	ɔ	600	975			u	ʊ	400	1000			i	ɘ	400	1850	2400		ü	ʏ	400	1400			ö	ø̞	550	1450			y	ɤ	450	1100																																	511.1111111	0.317460317	536.85	1402.777778	0.417344173	1375.775
kaz	Kazakh		Altaic>Turkic>Kypchak>KypchakNogay	5	Wordlist	Uniform	No	9	5S4	5	4	e	e	435	1850		3450	ɑ̈	æ	600	1680	2470		ɑ	ɑ	600	1230	2480		o	ɔ	500	960	2540		u	ʊ	375	910	2480		i	ɘ	455	1640		3365	ü	ʏ	335	1390		3230	ö	ø̞	450	1460	2540		y	ɤ	490	1250	2540																																471.1111111	0.513626834	438.615	1374.444444	0.494089835	1277.54
kca	Khanty	Ob'	Uralic>FinnoUgric>Ugric>ObUgric	1	Wordlist	Long	No	4	3S1	3	1	e:	e̞	500	2000	2530		ɑ̇:	ɐ	685	1350	2270		ȯ:	o	450	840	2240		ɔ̈:	ɵ	450	1200	2250																																																														476.875	0.359615385	487.075	1387.5	0.414772727	1356.12
kca	Khanty	Ob'	Uralic>FinnoUgric>Ugric>ObUgric	1	Wordlist	Short	No	4	3S1	3	1	i	i̞	360	2160	2920		α̇	ɜ	580	1540	2260		ʊ̇	u̞	400	840	2220		ʊ̈	ʉ̞	390	1170	2230																																																														476.875	0.359615385	487.075	1387.5	0.414772727	1356.12
kdt	Kuy		AustroAsiatic>NuclearMonKhmer>KhmeroVietic>VietoKatuic>Katuic	1	Wordlist	Short	No	11	8L3a	8	3	i		465	2195	3020		e		615	2065	2985		ɛ		875	1765	2790		a		1035	1570	2945		ɑ		1050	1405	3090		ɔ		755	1165	3045		o		625	1095	3175		u		455	905	2985		ɯ		510	1530	2605		ɤ		635	1480	2740		ʌ		745	1460	2865																				701.8181818	0.414820474	687.645	1505.681818	0.414263323	1471.95
kdt	Kuy		AustroAsiatic>NuclearMonKhmer>KhmeroVietic>VietoKatuic>Katuic	1	Wordlist	Long	No	11	8R3a	8	3	i		480	2355	3115		e		595	2100	2720		ɛ		855	1825	2735		a		990	1515	3095		ɑ		985	1355	3465		ɔ		775	1175	2935		o		605	1020	3145		u		495	940	2810		ɯ		500	1375	2470		ɤ		640	1390	2690		ʌ		755	1440	2880																				701.8181818	0.414820474	687.645	1505.681818	0.414263323	1471.95
ker	Kera		AfroAsiatic>Chadic>East>A>KwangKera	12	Running speech	Uniform	No	6	5S1	5	1	i		320	2090			ɛ		480	1835			a		645	1345			ɔ		505	1025			u		340	925			ɨ		385	1445																																																			445.8333333	0.387179487	447.075	1444.166667	0.445636624	1380.515
khk	Khalkha	Standard	Altaic>Mongolic>Eastern	4	Wordlist	Long	Yes	7	7R0	7	0	i	i	345	2067	2902		e	e	436	1947	2799		a	a	719	1293	2558		ɔ	ɔ	573	951	2207		ʊ	o	473	889	2398		o	ʊ	435	1043	2421		u	u	360	965	2375																																												477.2857143	0.353705118	491.234	1307.857143	0.355566335	1349.598
khk	Khalkha	Bajanhongor	Altaic>Mongolic>Eastern	1	Wordlist	Long	Yes	8	6R2b	6	2	i	i	367	1995	2823		ɪ	e̞	513	1790	2720		a	a	802	1373	2812		ɔ	ɔ	615	1033	2382		ʊ	o	480	913	2418		u	u	357	823	2713		e	ɘ	472	1478	2155		ɵ	ɵ	475	1098	2123																																						510.125	0.344101124	530.995	1312.875	0.417982082	1281.252
khm	Khmer	Battambang	AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric	1	Wordlist	Long	No	8	6R2a	6	2	i		263	2381			e		460	2173			a		807	1596			ɔ		632	965			o		485	880			u		315	680			ɨ		343	1404			ə		540	1423																																							513.1764706	0.459883218	475.704	1521.352941	0.49462254	1345.091
khm	Khmer	Battambang	AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric	1	Wordlist	Short	No	9	7S2	7	2	i		306	2350			ɪ		372	2018			e		558	2012			a		721	1603			ɔ		735	1209			o		574	1059			u		452	862			ɨ		496	1633			ə		665	1615																																	513.1764706	0.459883218	475.704	1521.352941	0.49462254	1345.091
kiy	Kirikiri		LakesPlan>Tariku>West	1	Wordlist	Uniform	No	7	7S0	7	0	i̝		230	2110			i		420	1980			ɛ		670	1660			a		900	1340			ɔ		685	1195			u		435	900			u̝		270	860																																													515.7142857	0.426439232	491.97	1435	0.46	1348.75
kma	Konni		NigerCongo>AtlanticCongo>VoltaCongo>North>Gur>Central>Northern>OtiVolta>BuliKoma	1	Wordlist	Uniform	Yes	9	9S0	9	0	i		370	1770			ɪ		420	1690			e		470	1550			ɛ		650	1560			a		730	1350			ɔ		610	1070			o		470	1090			ʊ		440	1050			u		410	980																																	507.7777778	0.382716049	510.76	1345.555556	0.462728551	1288.89
koe	Baale		NiloSaharan>EasternSudanic>Eastern>Surmic>South>Southwest	3	Wordlist	Combined	Yes	9	9S0	9	0	i		353	2109			ɪ		402	1953			e		427	1994			ɛ		546	1733			a		684	1443			ɔ		493	1036			o		398	992			ʊ		397	842			u		363	915																																	451.4444444	0.29741524	482.421	1446.333333	0.476979742	1337.397
kor	Korean	Pyongyang	Isolate	1	Carrier sentence	Combined	No	6	6L0	6	0	i		260	2050			e		330	2090			ɛ		420	1935			a		765	1315			o		395	1020			u		292	1007																																																			410.3333333	0.297689769	457.455	1569.5	0.519390582	1430.453
kor	Korean	Chungnam	Isolate	5	Carrier sentence	Short	No	7	5S2b	5	2	i	i	341	2209			e	ɛ	575	1800			a	a̠	740	1257			ʌ	ʌ	580	964			o	u̞	404	764			u	u̽	409	902			ɯ	ɯ̞	402	1340																																													493	0.380952381	497.009	1319.428571	0.384379634	1328.995
kor	Korean	Standard New	Isolate	1	Isolation	Long	No	7	6R1	6	1	i	i̽	330	1980			ɛ	ɛ	510	1850			a	ɐ	710	1380			ə	ʌ	560	990			o	o	420	950			u	ʉ̞	380	1200			ɨ	ɘ	400	1620																																													472.8571429	0.37593985	478.58	1424.285714	0.460471567	1352.73
kor	Korean	Hamkyong	Isolate	2	Carrier sentence	Combined	No	8	6L2	6	2	i		307	2117			e		397	2047			ɛ		510	1815			a		735	1247			o		522	822			u		360	860			ɨ	ɯ	372	1182			ʌ	ɤ	465	1155																																							458.5	0.353971963	474.348	1405.625	0.450675676	1328.345
kor	Korean	Seoul	Isolate	8	Carrier sentence	Long	No	8	7S1	7	1	i		320	2245			e		480	1925			ɛ		600	1850			a		770	1255			ʌ		580	1070			o		430	890			u		375	930			ɯ		410	1165																																							499.0625	0.397916667	495.95	1460.3125	0.420894834	1419.805
kor	Korean	Seoul	Isolate	8	Carrier sentence	Short	No	8	7S1	7	1	i		340	2185			e		480	1900			ɛ		575	1890			a		745	1445			ʌ		590	1145			o		490	1050			u		365	1050			ɯ		435	1370																																							499.0625	0.397916667	495.95	1460.3125	0.420894834	1419.805
kor	Korean	Seoul	Isolate	10	Wordlist	Uniform	No	10	7S3b	7	3	i		341	2219	3047		e		490	1968	2644		ɛ		591	1849	2597		a		738	1372	2573		ʌ		608	1121	2683		o		453	945	2674		u		369	981	2565		y		338	2114	2729		ø		459	1817	2468		ɨ		405	1488	2497																										479.2	0.353	494.4	1587.4	0.504238619	1443.134
kor	Korean	Standard Old	Isolate	1	Wordlist	Uniform	No	10	7S3b	7	3	i		304	2229			e		359	2087			ɛ		484	1850			a		830	1505			ɔ		550	1017			o		407	988			u		371	991			y		302	2037			ø		473	1830			ɨ		317	1074																											439.7	0.260795455	508.448	1560.8	0.461563255	1473.231
kpo	Ikposo	Uwi	NiloSaharan>EasternSudanic>Nilotic>Western>Luo>Southern>LuoAcholi>AlurAcholi>LangoAcholi	3	Wordlist	Uniform	Yes	10	9S1	9	1	i		229	2207	XXX		ɪ		294	2176	XXX		e		337	2068	XXX		ɛ		467	1942	XXX		a		745	1390	XXX		ɔ		517	972	XXX		o		334	882	XXX		ʊ		335	796	XXX		u		268	834	XXX		ə		560	1463	XXX																										408.6	0.348062016	430.756	1473	0.479801559	1347.701
kpv	Komi	Zyrian	Uralic>FinnoUgric>FinnoPermic>Permic	4	Meaningful sentence	Uniform	No	7	5S2a	5	2	i	i	272	1926			e	e	381	1790			a	ɐ	711	1385			o	o	430	762			u	u	213	568			ɨ	ɯ	289	1277			ɘ	ɤ	410	1208																																													386.5714286	0.348537005	407.718	1273.714286	0.519671786	1098.978
ktn	Karitiana		Tupian>Arikem	4	Carrier sentence	Combined	No	5	4L1	4	1	i		312	2340			e		461	2066			a		699	1496			o		479	1019			ɨ		391	1546																																																									468.4	0.404134367	463.317	1693.4	0.510522332	1535.511
kwv	Nar	Doro	NiloSaharan>ChariNile>CentralSudanic>BongoBagirmi>Sara	1	Carrier sentence	0	No	6	6R0	6	0	i		273	2342	2863	3862	e		336	2286	2676	3789	a		631	1821	2450	3769	ɔ		496	1104	2550	3279	o		365	733	2626	3316	u		310	695	2473	3254																																																	401.8333333	0.359869646	412.978	1496.833333	0.486844768	1338.977
kxm	Northern Khmer	Surin	AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric	1	Wordlist	Long	No	14	10R4	10	4	i		287	2387			ɪ		375	2300			e		512	2137			ɛ		650	1925			a		837	1337			ɒ		725	1013			ɔ		600	875			o		500	812			ʊ		400	737			u		287	687			ɯ		337	1500			ɤ		462	1450			ə		575	1375			ʌ		737	1375			529.9642857	0.441753247	502.05	1408.392857	0.436610741	1329.167
kxm	Northern Khmer	Surin	AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric	1	Wordlist	Short	No	14	10R4	10	4	i		300	2300			ɪ		425	2200			e		550	2100			ɛ		650	1850			a		775	1400			ɒ		700	1000			ɔ		600	850			o		525	800			ʊ		425	725			u		325	650			ɯ		425	1500			ɤ		480	1400			ə		625	1400			ʌ		750	1350			529.9642857	0.441753247	502.05	1408.392857	0.436610741	1329.167
kyr	Kuruaya		Tupian>Munduruku	1	Wordlist	Uniform	No	6	5S1	5	1	i	i̽	357	2052	2878		ɛ	ɛ	540	1738	2638		a	æ	698	1576	2432		ɔ	ɞ	535	1166	2293		o	o	440	824	2258		ɨ	ɨ	388	1580	2358																																																		493	0.398826979	490.331	1489.333333	0.541802389	1304.148
laj	Lango		NigerCongo>AtlanticCongo>VoltaCongo>Kwa>LeftBank>KposoAhloBowili	1	Wordlist	Uniform	Yes	10	9S1	9	1	i		300	2100			ɪ		350	2050			e		370	1680			ɛ		510	1610			a		710	1060			ɔ		440	785			o		425	825			ʊ		380	780			u		355	710			ə		660	1200																											450	0.365853659	460.31	1280	0.410071942	1253.49
lav	Latvian	Standard	IndoEuropean>BaltoSlavic>Baltic>Eastern	3	Isolation	Long	No	6	6R0	6	0	i	i	286	2189	2947	3734	e	e	426	1975	2644	3469	æ	æ	681	1532	2488	3442	a	ʌ	657	1005	2668	3452	o	o	468	731	2503	3371	u	u	325	589	2239	3210																																																	484.1666667	0.490511551	443.964	1346.75	0.47359375	1214.6
lav	Latvian	Standard	IndoEuropean>BaltoSlavic>Baltic>Eastern	3	Isolation	Short	No	6	6R0	6	0	i		312	2182	2894	3700	e		458	1921	2630	3483	æ		675	1564	2485	3475	a		690	1044	2546	3458	o		509	787	2474	3334	u		323	642	2350	3121																																																	484.1666667	0.490511551	443.964	1346.75	0.47359375	1214.6
lav	Latvian	Standard	IndoEuropean>BaltoSlavic>Baltic>Eastern	2	Isolation	Long	No	6	6R0	6	0	i		290	2360	2930		e		410	2120	2740		æ		750	1630	2470		ɑ		720	1060	2570		o		460	780	2370		u		310	680	2380																																																		490	0.434782609	469.86	1450	0.458333333	1336.88
lav	Latvian	Standard	IndoEuropean>BaltoSlavic>Baltic>Eastern	2	Isolation	Short	No	6	6R0	6	0	i		310	2350	2930		e		420	2110	2710		æ		690	1640	2390		ɑ		680	1110	2580		ɔ		510	840	2590		u		330	720	2420																																																		490	0.434782609	469.86	1450	0.458333333	1336.88
lit	Lithuanian	Standard	IndoEuropean>BaltoSlavic>Baltic>Eastern	2	Wordlist	Short	No	5	5S0	5	0	i		340	1930	2640		e		500	1720	2600		a		610	1430	2490		ɔ		510	960	2470		u		340	950	2310																																																								461.8181818	0.448484848	435.95	1408.181818	0.45765878	1310.86
lit	Lithuanian	Standard	IndoEuropean>BaltoSlavic>Baltic>Eastern	2	Isolation	Short	No	5	5S0	5	0	i		350	2119	2790		æ		710	1720	2430		a		750	1280	2410		ɔ		550	890	2300		u		390	850	2360																																																								523.6363636	0.458806818	480.24	1414.454545	0.411252772	1381.24
lit	Lithuanian		IndoEuropean>BaltoSlavic>Baltic>Eastern	2	Isolation	Short	No	5	5S0	5	0	i		470	1900	2460		e		560	1770	2530		a		600	1290	2480		ɔ		570	1140			u		460	930																																																									508.6363636	0.5215311	471.435	1447.727273	0.466491841	1329.96
lit	Lithuanian		IndoEuropean>BaltoSlavic>Baltic>Eastern	2	Meaningful sentence	Short	No	5	5S0	5	0	i		380	2050	2750		e		520	1810	2730		a		670	1430	2620		ɔ		510	1000	1970		u		450	950	2030																																																								480	0.441176471	462.94	1482.727273	0.51671123	1311.76
lit	Lithuanian	Standard	IndoEuropean>BaltoSlavic>Baltic>Eastern	2	Wordlist	Long	No	6	6L0	6	0	i		260	2200	2800		e		370	2020	2600		æ		690	1510	2510		a		710	1220	2540		o		440	810	2470		u		310	740	2220																																																		461.8181818	0.448484848	435.95	1408.181818	0.45765878	1310.86
lit	Lithuanian	Standard	IndoEuropean>BaltoSlavic>Baltic>Eastern	2	Isolation	Long	No	6	6L0	6	0	i		230	2380	3080		e		410	1960	2510		æ		770	1600	2500		a		870	1250	2480		o		450	770	2350		u		280	740	2180																																																		523.6363636	0.458806818	480.24	1414.454545	0.411252772	1381.24
lit	Lithuanian	Sakiu	IndoEuropean>BaltoSlavic>Baltic>Eastern	2	Isolation	Long	No	6	6L0	6	0	i		360	2280	2670		e		450	1970	2570		æ		600	1610	2480		a		645	1375	2430		o		490	940			u		390	720	2070																																																		508.6363636	0.5215311	471.435	1447.727273	0.466491841	1329.96
lit	Lithuanian	Sakiu	IndoEuropean>BaltoSlavic>Baltic>Eastern	2	Meaningful sentence	Long	No	6	6L0	6	0	i		330	2140	3140		e		420	2060	2800		æ		530	1890	2670		a		660	1270	2710		o		440	930	2300		u		370	780	2250																																																		480	0.441176471	462.94	1482.727273	0.51671123	1311.76
lit	Lithuanian	Standard	IndoEuropean>BaltoSlavic>Baltic>Eastern	2	Wordlist	Long	No	6	6L0	6	0	i		235	2225			e		345	2090			æ		650	1710			a		690	1240			o		440	755			u		295	665																																																			442.5	0.456043956	412.905	1447.5	0.501602564	1274.96
liv	Livonian	Eastern	Uralic>FinnoUgric>FinnoLappic>BalticFinnic	1	Isolation	Combined	No	8	6L2	6	2	i		340	2391			e		452	2241			æ		580	1732			a		628	1637			o		490	865			u		315	655			ɯ		351	1021			ɵ		412	1629																																							446	0.418530351	437.383	1521.375	0.49906394	1333.776
lln	Lele		AfroAsiatic>Chadic>East>A>A2>1	1	Running speech	Uniform	No	5	5S0	5	0	i		340	2175			e		570	1945			a		745	1500			o		515	1065			u		305	1115																																																									495	0.431818182	477.04	1560	0.445945946	1499.01
luo	Dholuo		NiloSaharan>EasternSudanic>Nilotic>WesternNilotic>Luo>SouthernLuo>LuoAcholi	1	Wordlist	Uniform	Yes	9	9S0	9	0	i		325	2112			ɪ		425	2137			e		462	1800			ɛ		512	1675			a		750	1350			ɔ		450	1075			o		450	1025			ʊ		387	1062			u		362	1112																																	458.1111111	0.313202614	491.175	1483.111111	0.411970424	1459.792
luo	Dholuo		NiloSaharan>EasternSudanic>Nilotic>WesternNilotic>Luo>SouthernLuo>LuoAcholi	8	Isolation	Uniform	Yes	9	9S0	9	0	i		254	2106	2826		ɪ		309	1994	2764		e		367	1937	2594		ɛ		554	1827	2508		a						ɔ		535	922	2243		o		382	837	2313		ʊ		325	761	2272		u		270	884	2307																																			1408.5	0.481412639	1286.895
